name,composition,manufacturer,pack_size,mrp,is_symptomatic
Otrivin Tablet,Otrivin + Excipients,Pharma_11,23,128.42,False
Medicine_9010,Unknown Composition,Pharma_7,28,271.95,False
Maxtra Syrup,Maxtra + Excipients,Pharma_99,1,154.29,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_58,12,454.92,True
Paracetamol Tablet,Paracetamol + Excipients,Pharma_88,1,167.89,True
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_50,26,94.62,False
Medicine_6148,Unknown Composition,Pharma_41,10,34.55,False
Medicine_8560,Unknown Composition,Pharma_53,10,442.52,False
Volini Tablet,Volini + Excipients,Pharma_90,8,342.35,False
Medicine_2410,Unknown Composition,Pharma_66,28,157.26,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_44,1,297.94,True
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_5,9,190.79,True
Medicine_9855,Unknown Composition,Pharma_69,25,131.92,False
Cefixime 500mg,Cefixime + Excipients,Pharma_34,15,369.06,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_14,4,488.36,True
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_42,9,292.73,True
Medicine_8214,Unknown Composition,Pharma_73,22,204.97,False
Medicine_6013,Unknown Composition,Pharma_80,21,498.69,False
Medicine_2964,Unknown Composition,Pharma_5,23,57.8,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_6,21,380.64,True
Medicine_8978,Unknown Composition,Pharma_53,13,137.12,False
Maxtra 650mg,Maxtra + Excipients,Pharma_69,23,99.3,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_76,2,230.23,False
Augmentin Syrup,Augmentin + Excipients,Pharma_78,26,210.5,False
Medicine_7265,Unknown Composition,Pharma_76,13,284.72,False
Medicine_7282,Unknown Composition,Pharma_71,7,347.63,False
Otrivin 500mg,Otrivin + Excipients,Pharma_94,14,170.1,False
Cetirizine Tablet,Cetirizine + Excipients,Pharma_24,6,181.01,True
Medicine_9139,Unknown Composition,Pharma_75,5,282.14,False
Medicine_7625,Unknown Composition,Pharma_81,16,479.99,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_4,21,346.91,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_42,6,257.3,True
Diclofenac Syrup,Diclofenac + Excipients,Pharma_68,4,70.43,False
Ascoril 650mg,Ascoril + Excipients,Pharma_64,17,304.7,False
Medicine_1625,Unknown Composition,Pharma_74,28,56.17,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_64,6,161.36,True
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_94,22,473.15,True
Combiflam 650mg,Combiflam + Excipients,Pharma_5,25,224.41,False
Azithromycin 500mg,Azithromycin + Excipients,Pharma_60,9,297.32,True
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_52,25,248.93,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_11,7,324.13,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_14,26,29.9,False
Medicine_9355,Unknown Composition,Pharma_91,20,377.66,False
Medicine_5823,Unknown Composition,Pharma_43,5,34.26,False
Tramadol Tablet,Tramadol + Excipients,Pharma_49,25,83.69,False
Tramadol Tablet,Tramadol + Excipients,Pharma_92,26,111.32,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_50,8,153.03,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_94,3,155.8,True
Combiflam Syrup,Combiflam + Excipients,Pharma_66,13,447.44,False
Medicine_5577,Unknown Composition,Pharma_70,22,296.37,False
Sinarest Tablet,Sinarest + Excipients,Pharma_62,8,15.71,False
Sinarest Syrup,Sinarest + Excipients,Pharma_6,15,180.34,False
Medicine_6211,Unknown Composition,Pharma_99,15,475.64,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_15,13,355.86,True
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_75,23,294.66,True
Medicine_7235,Unknown Composition,Pharma_93,8,128.54,False
Medicine_8056,Unknown Composition,Pharma_63,22,180.21,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_32,22,67.2,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_48,20,311.66,True
Medicine_7461,Unknown Composition,Pharma_27,8,330.56,False
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_18,8,388.04,True
Diclofenac Tablet,Diclofenac + Excipients,Pharma_38,27,497.83,False
Medicine_1860,Unknown Composition,Pharma_10,1,50.71,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_89,24,158.39,False
Azithromycin Syrup,Azithromycin + Excipients,Pharma_44,17,184.45,True
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_41,28,243.93,True
Augmentin 500mg,Augmentin + Excipients,Pharma_45,29,58.22,False
Tramadol Tablet,Tramadol + Excipients,Pharma_43,20,287.78,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_78,12,325.05,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_8,6,349.45,False
Medicine_5932,Unknown Composition,Pharma_78,29,459.0,False
Medicine_7198,Unknown Composition,Pharma_81,16,41.85,False
Medicine_1382,Unknown Composition,Pharma_38,18,66.81,False
Medicine_1050,Unknown Composition,Pharma_88,6,147.78,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_56,10,450.89,False
Volini Syrup,Volini + Excipients,Pharma_76,9,199.27,False
Medicine_1855,Unknown Composition,Pharma_45,23,270.25,False
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_37,26,160.53,False
Medicine_8487,Unknown Composition,Pharma_20,23,499.64,False
Medicine_8623,Unknown Composition,Pharma_94,25,391.89,False
Tramadol Tablet,Tramadol + Excipients,Pharma_8,11,67.23,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_1,16,487.55,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_61,25,400.27,False
Ascoril Tablet,Ascoril + Excipients,Pharma_31,17,455.01,False
Azithromycin Syrup,Azithromycin + Excipients,Pharma_18,8,47.46,True
Sinarest 500mg,Sinarest + Excipients,Pharma_69,29,143.37,False
Medicine_9417,Unknown Composition,Pharma_42,13,377.74,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_4,10,410.42,False
Maxtra Syrup,Maxtra + Excipients,Pharma_99,9,69.97,False
Medicine_6191,Unknown Composition,Pharma_40,18,36.79,False
Sinarest Tablet,Sinarest + Excipients,Pharma_48,24,288.2,False
Medicine_9991,Unknown Composition,Pharma_89,19,105.54,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_50,21,474.5,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_27,9,295.12,False
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_87,22,335.7,False
Benadryl 500mg,Benadryl + Excipients,Pharma_26,27,202.96,False
Otrivin Syrup,Otrivin + Excipients,Pharma_8,27,81.16,False
Medicine_8006,Unknown Composition,Pharma_42,10,458.42,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_7,26,244.99,True
Cefixime 650mg,Cefixime + Excipients,Pharma_38,5,295.46,False
Medicine_2163,Unknown Composition,Pharma_65,1,27.45,False
Medicine_8723,Unknown Composition,Pharma_79,2,314.25,False
Otrivin 500mg,Otrivin + Excipients,Pharma_39,28,407.21,False
Tramadol Tablet,Tramadol + Excipients,Pharma_40,21,416.8,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_1,22,480.15,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_15,25,216.82,False
Cetirizine 500mg,Cetirizine + Excipients,Pharma_46,6,223.07,True
Cefixime Syrup,Cefixime + Excipients,Pharma_78,19,24.56,False
Azithromycin Tablet,Azithromycin + Excipients,Pharma_35,21,205.48,True
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_2,26,118.06,True
Medicine_6304,Unknown Composition,Pharma_36,25,88.2,False
Sinarest Syrup,Sinarest + Excipients,Pharma_78,3,219.54,False
Crocin Syrup,Crocin + Excipients,Pharma_9,13,340.4,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_22,2,137.08,False
Otrivin 650mg,Otrivin + Excipients,Pharma_30,21,68.41,False
Medicine_8208,Unknown Composition,Pharma_70,20,370.79,False
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_36,20,441.86,True
Augmentin Tablet,Augmentin + Excipients,Pharma_88,15,232.96,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_48,10,120.64,False
Medicine_1223,Unknown Composition,Pharma_47,18,210.04,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_59,1,471.52,True
Diclofenac 500mg,Diclofenac + Excipients,Pharma_26,2,330.33,False
Cefixime Tablet,Cefixime + Excipients,Pharma_78,15,172.58,False
Medicine_5753,Unknown Composition,Pharma_28,22,45.26,False
Ambroxol Tablet,Ambroxol + Excipients,Pharma_61,13,386.62,False
Medicine_3215,Unknown Composition,Pharma_95,5,175.94,False
Medicine_8698,Unknown Composition,Pharma_22,2,331.02,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_20,1,105.72,False
Otrivin Syrup,Otrivin + Excipients,Pharma_63,13,104.83,False
Crocin 500mg,Crocin + Excipients,Pharma_11,16,418.8,False
Medicine_1326,Unknown Composition,Pharma_3,1,178.0,False
Augmentin 500mg,Augmentin + Excipients,Pharma_36,25,362.88,False
Cefixime Syrup,Cefixime + Excipients,Pharma_16,24,399.5,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_76,23,220.21,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_37,16,484.74,True
Combiflam Syrup,Combiflam + Excipients,Pharma_99,17,348.13,False
Medicine_2864,Unknown Composition,Pharma_99,20,42.7,False
Medicine_2348,Unknown Composition,Pharma_1,18,499.3,False
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_27,28,415.96,True
Cetirizine 500mg,Cetirizine + Excipients,Pharma_68,10,184.04,True
Medicine_4316,Unknown Composition,Pharma_91,3,191.88,False
Benadryl Tablet,Benadryl + Excipients,Pharma_9,27,141.93,False
Paracetamol Tablet,Paracetamol + Excipients,Pharma_58,24,252.29,True
Ambroxol 500mg,Ambroxol + Excipients,Pharma_52,15,139.23,False
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_5,27,285.56,False
Augmentin Tablet,Augmentin + Excipients,Pharma_15,29,270.82,False
Medicine_6185,Unknown Composition,Pharma_59,20,139.01,False
Crocin Syrup,Crocin + Excipients,Pharma_58,9,231.7,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_55,26,136.85,False
Combiflam 500mg,Combiflam + Excipients,Pharma_99,3,461.95,False
Medicine_3354,Unknown Composition,Pharma_98,4,264.54,False
Volini 650mg,Volini + Excipients,Pharma_51,8,229.76,False
Tramadol 650mg,Tramadol + Excipients,Pharma_11,5,335.25,False
Crocin 500mg,Crocin + Excipients,Pharma_56,22,260.64,False
Tramadol 500mg,Tramadol + Excipients,Pharma_70,2,201.06,False
Otrivin 650mg,Otrivin + Excipients,Pharma_19,15,85.06,False
Benadryl 500mg,Benadryl + Excipients,Pharma_63,5,214.58,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_39,6,367.72,True
Medicine_9594,Unknown Composition,Pharma_87,17,474.84,False
Otrivin Syrup,Otrivin + Excipients,Pharma_47,9,165.83,False
Medicine_6657,Unknown Composition,Pharma_63,2,176.32,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_40,12,212.58,False
Medicine_7729,Unknown Composition,Pharma_49,11,130.33,False
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_58,6,83.94,True
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_49,28,137.36,True
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_57,27,120.19,False
Medicine_6477,Unknown Composition,Pharma_69,25,114.25,False
Ascoril 650mg,Ascoril + Excipients,Pharma_72,14,295.04,False
Sinarest Tablet,Sinarest + Excipients,Pharma_90,2,403.32,False
Sinarest Tablet,Sinarest + Excipients,Pharma_52,6,330.49,False
Maxtra Syrup,Maxtra + Excipients,Pharma_88,23,488.44,False
Crocin 500mg,Crocin + Excipients,Pharma_68,29,372.1,False
Tramadol Tablet,Tramadol + Excipients,Pharma_82,28,476.17,False
Benadryl 500mg,Benadryl + Excipients,Pharma_48,19,31.81,False
Medicine_8109,Unknown Composition,Pharma_85,9,184.34,False
Sinarest Syrup,Sinarest + Excipients,Pharma_49,13,195.64,False
Tramadol Tablet,Tramadol + Excipients,Pharma_94,14,187.18,False
Maxtra 650mg,Maxtra + Excipients,Pharma_78,18,444.34,False
Augmentin 500mg,Augmentin + Excipients,Pharma_84,23,428.68,False
Maxtra Syrup,Maxtra + Excipients,Pharma_24,7,257.65,False
Azithromycin 500mg,Azithromycin + Excipients,Pharma_5,13,410.27,True
Paracetamol 650mg,Paracetamol + Excipients,Pharma_90,13,397.77,True
Augmentin 650mg,Augmentin + Excipients,Pharma_45,22,426.96,False
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_17,24,151.11,False
Medicine_7415,Unknown Composition,Pharma_60,10,268.92,False
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_89,17,293.76,True
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_27,21,411.37,True
Ascoril Tablet,Ascoril + Excipients,Pharma_28,28,217.18,False
Medicine_9459,Unknown Composition,Pharma_55,19,179.12,False
Medicine_8940,Unknown Composition,Pharma_89,21,166.11,False
Medicine_6916,Unknown Composition,Pharma_63,26,370.05,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_87,7,386.13,False
Medicine_6140,Unknown Composition,Pharma_88,13,214.67,False
Medicine_6673,Unknown Composition,Pharma_93,4,132.48,False
Combiflam Syrup,Combiflam + Excipients,Pharma_30,16,292.18,False
Medicine_6197,Unknown Composition,Pharma_43,21,99.56,False
Volini Syrup,Volini + Excipients,Pharma_38,10,283.62,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_89,23,271.44,True
Medicine_5934,Unknown Composition,Pharma_70,10,449.23,False
Sumo 500mg,Sumo + Excipients,Pharma_18,19,467.2,False
Diclofenac 500mg,Diclofenac + Excipients,Pharma_25,5,436.59,False
Medicine_5187,Unknown Composition,Pharma_60,15,369.6,False
Sumo Syrup,Sumo + Excipients,Pharma_40,18,465.58,False
Medicine_6095,Unknown Composition,Pharma_54,6,104.66,False
Medicine_7774,Unknown Composition,Pharma_83,23,342.22,False
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_15,17,59.31,True
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_60,24,28.44,True
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_27,25,315.84,False
Medicine_7265,Unknown Composition,Pharma_73,22,259.31,False
Medicine_1803,Unknown Composition,Pharma_94,25,38.95,False
Maxtra 500mg,Maxtra + Excipients,Pharma_57,1,401.82,False
Sinarest Syrup,Sinarest + Excipients,Pharma_49,21,475.87,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_96,2,123.42,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_8,12,54.34,False
Otrivin 500mg,Otrivin + Excipients,Pharma_77,29,76.28,False
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_67,13,278.56,False
Combiflam 500mg,Combiflam + Excipients,Pharma_73,16,91.74,False
Tramadol 500mg,Tramadol + Excipients,Pharma_84,20,494.25,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_39,29,231.38,False
Sumo Tablet,Sumo + Excipients,Pharma_99,28,90.58,False
Ambroxol 650mg,Ambroxol + Excipients,Pharma_40,16,199.51,False
Medicine_4776,Unknown Composition,Pharma_38,15,364.98,False
Crocin Tablet,Crocin + Excipients,Pharma_67,14,393.74,False
Medicine_6064,Unknown Composition,Pharma_54,15,19.67,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_35,3,314.56,False
Cefixime Tablet,Cefixime + Excipients,Pharma_23,28,497.68,False
Medicine_4598,Unknown Composition,Pharma_14,28,354.26,False
Maxtra Syrup,Maxtra + Excipients,Pharma_23,18,233.65,False
Medicine_3669,Unknown Composition,Pharma_28,14,179.73,False
Medicine_4992,Unknown Composition,Pharma_14,18,196.07,False
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_48,2,243.91,False
Medicine_9099,Unknown Composition,Pharma_17,22,411.72,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_19,21,346.86,False
Augmentin 650mg,Augmentin + Excipients,Pharma_83,13,335.97,False
Benadryl 500mg,Benadryl + Excipients,Pharma_57,20,499.16,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_8,25,245.46,False
Medicine_1074,Unknown Composition,Pharma_32,18,67.49,False
Medicine_6925,Unknown Composition,Pharma_70,6,325.55,False
Medicine_1505,Unknown Composition,Pharma_63,22,352.02,False
Cetirizine 650mg,Cetirizine + Excipients,Pharma_86,26,409.56,True
Medicine_3690,Unknown Composition,Pharma_5,7,19.74,False
Augmentin 500mg,Augmentin + Excipients,Pharma_69,20,25.25,False
Azithromycin 500mg,Azithromycin + Excipients,Pharma_33,22,306.44,True
Medicine_9032,Unknown Composition,Pharma_39,23,163.65,False
Maxtra Tablet,Maxtra + Excipients,Pharma_75,21,157.8,False
Diclofenac Tablet,Diclofenac + Excipients,Pharma_68,13,297.37,False
Augmentin Tablet,Augmentin + Excipients,Pharma_44,1,339.0,False
Medicine_2412,Unknown Composition,Pharma_69,13,395.29,False
Combiflam 500mg,Combiflam + Excipients,Pharma_19,11,185.73,False
Azithromycin Syrup,Azithromycin + Excipients,Pharma_38,26,242.23,True
Medicine_8567,Unknown Composition,Pharma_20,3,54.5,False
Combiflam 500mg,Combiflam + Excipients,Pharma_8,23,353.23,False
Volini Tablet,Volini + Excipients,Pharma_48,22,345.0,False
Medicine_1702,Unknown Composition,Pharma_4,21,471.93,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_19,16,325.81,False
Medicine_9185,Unknown Composition,Pharma_95,23,78.28,False
Maxtra 500mg,Maxtra + Excipients,Pharma_99,27,471.82,False
Tramadol Tablet,Tramadol + Excipients,Pharma_2,16,119.9,False
Sumo 650mg,Sumo + Excipients,Pharma_7,14,176.12,False
Volini Syrup,Volini + Excipients,Pharma_47,21,288.75,False
Medicine_3141,Unknown Composition,Pharma_89,24,93.03,False
Volini Syrup,Volini + Excipients,Pharma_55,19,153.07,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_25,29,361.14,False
Medicine_4776,Unknown Composition,Pharma_96,5,379.33,False
Medicine_5865,Unknown Composition,Pharma_80,29,329.68,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_37,5,296.85,True
Paracetamol 650mg,Paracetamol + Excipients,Pharma_55,23,364.6,True
Medicine_1900,Unknown Composition,Pharma_5,19,188.54,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_79,27,490.53,True
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_4,14,212.08,True
Medicine_1442,Unknown Composition,Pharma_87,21,411.42,False
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_71,20,70.42,False
Combiflam 500mg,Combiflam + Excipients,Pharma_37,25,176.98,False
Combiflam Syrup,Combiflam + Excipients,Pharma_4,1,153.8,False
Crocin 650mg,Crocin + Excipients,Pharma_29,24,480.92,False
Benadryl 650mg,Benadryl + Excipients,Pharma_21,6,289.76,False
Sumo 500mg,Sumo + Excipients,Pharma_71,10,443.85,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_50,4,382.31,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_68,17,332.36,True
Ambroxol 650mg,Ambroxol + Excipients,Pharma_44,18,264.21,False
Otrivin Syrup,Otrivin + Excipients,Pharma_71,13,11.85,False
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_23,16,294.13,True
Benadryl Syrup,Benadryl + Excipients,Pharma_25,6,308.46,False
Medicine_3346,Unknown Composition,Pharma_27,27,270.16,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_96,20,126.76,False
Medicine_3126,Unknown Composition,Pharma_55,25,461.5,False
Cetirizine Syrup,Cetirizine + Excipients,Pharma_26,1,393.08,True
Medicine_9065,Unknown Composition,Pharma_4,20,247.37,False
Benadryl Syrup,Benadryl + Excipients,Pharma_91,24,172.59,False
Ambroxol 500mg,Ambroxol + Excipients,Pharma_36,5,66.23,False
Medicine_9679,Unknown Composition,Pharma_88,4,420.9,False
Medicine_8926,Unknown Composition,Pharma_80,3,289.84,False
Combiflam 650mg,Combiflam + Excipients,Pharma_59,17,16.88,False
Volini Tablet,Volini + Excipients,Pharma_49,14,245.26,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_69,25,200.45,False
Ofloxacin 500mg,Ofloxacin + Excipients,Pharma_70,5,282.43,False
Sinarest Syrup,Sinarest + Excipients,Pharma_52,3,381.72,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_56,1,139.75,False
Cefixime 650mg,Cefixime + Excipients,Pharma_45,28,21.07,False
Maxtra 500mg,Maxtra + Excipients,Pharma_5,2,163.3,False
Medicine_4951,Unknown Composition,Pharma_20,7,322.81,False
Crocin 650mg,Crocin + Excipients,Pharma_72,29,133.42,False
Maxtra Syrup,Maxtra + Excipients,Pharma_31,26,405.2,False
Medicine_9001,Unknown Composition,Pharma_27,4,318.0,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_53,4,379.37,True
Crocin Tablet,Crocin + Excipients,Pharma_71,8,343.59,False
Sinarest 650mg,Sinarest + Excipients,Pharma_47,11,450.31,False
Volini 500mg,Volini + Excipients,Pharma_37,6,304.05,False
Medicine_4142,Unknown Composition,Pharma_94,5,252.99,False
Medicine_2564,Unknown Composition,Pharma_59,15,319.27,False
Medicine_7866,Unknown Composition,Pharma_16,27,458.34,False
Otrivin 650mg,Otrivin + Excipients,Pharma_70,5,137.31,False
Medicine_9230,Unknown Composition,Pharma_28,18,399.13,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_72,21,85.9,True
Medicine_5147,Unknown Composition,Pharma_39,16,180.54,False
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_47,1,251.1,False
Azithromycin 650mg,Azithromycin + Excipients,Pharma_5,8,408.18,True
Azithromycin 500mg,Azithromycin + Excipients,Pharma_45,27,124.56,True
Crocin 500mg,Crocin + Excipients,Pharma_77,23,107.75,False
Tramadol 650mg,Tramadol + Excipients,Pharma_70,18,343.74,False
Medicine_2460,Unknown Composition,Pharma_88,6,246.81,False
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_24,18,371.64,True
Medicine_2031,Unknown Composition,Pharma_38,14,196.15,False
Medicine_4900,Unknown Composition,Pharma_92,22,175.08,False
Volini 650mg,Volini + Excipients,Pharma_21,10,82.07,False
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_41,28,59.28,True
Medicine_3216,Unknown Composition,Pharma_50,14,130.17,False
Otrivin 650mg,Otrivin + Excipients,Pharma_53,7,423.38,False
Sumo Tablet,Sumo + Excipients,Pharma_71,22,43.95,False
Ambroxol Syrup,Ambroxol + Excipients,Pharma_20,5,393.27,False
Medicine_1991,Unknown Composition,Pharma_22,27,401.29,False
Medicine_6488,Unknown Composition,Pharma_28,14,177.01,False
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_59,11,111.11,False
Diclofenac Syrup,Diclofenac + Excipients,Pharma_31,18,94.48,False
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_37,1,278.08,False
Crocin Syrup,Crocin + Excipients,Pharma_42,25,106.51,False
Diclofenac Tablet,Diclofenac + Excipients,Pharma_97,1,466.41,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_33,3,267.78,True
Medicine_9749,Unknown Composition,Pharma_57,13,376.99,False
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_64,18,74.79,True
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_41,14,387.13,False
Medicine_2135,Unknown Composition,Pharma_91,19,62.99,False
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_70,25,133.47,False
Medicine_7196,Unknown Composition,Pharma_19,22,288.35,False
Paracetamol 650mg,Paracetamol + Excipients,Pharma_7,13,54.91,True
Medicine_5367,Unknown Composition,Pharma_53,9,268.19,False
Medicine_8504,Unknown Composition,Pharma_67,17,26.7,False
Sumo Tablet,Sumo + Excipients,Pharma_6,1,269.79,False
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_5,20,468.57,True
Sinarest 500mg,Sinarest + Excipients,Pharma_74,14,299.12,False
Augmentin 650mg,Augmentin + Excipients,Pharma_83,6,81.55,False
Tramadol 500mg,Tramadol + Excipients,Pharma_30,23,368.1,False
Medicine_2816,Unknown Composition,Pharma_60,4,50.19,False
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_15,15,370.23,False
Otrivin 500mg,Otrivin + Excipients,Pharma_76,9,28.1,False
Benadryl Syrup,Benadryl + Excipients,Pharma_43,14,296.24,False
Maxtra 650mg,Maxtra + Excipients,Pharma_91,25,441.5,False
Otrivin 500mg,Otrivin + Excipients,Pharma_18,18,263.74,False
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_66,17,388.26,True
Medicine_3051,Unknown Composition,Pharma_94,24,128.79,False
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_78,12,153.51,False
Medicine_4329,Unknown Composition,Pharma_5,15,47.34,False
Sumo Tablet,Sumo + Excipients,Pharma_15,14,54.13,False
Medicine_7414,Unknown Composition,Pharma_46,5,94.79,False
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_46,3,20.91,True
Medicine_1752,Unknown Composition,Pharma_9,25,197.85,False
Medicine_7925,Unknown Composition,Pharma_10,10,421.39,False
Medicine_8319,Unknown Composition,Pharma_21,25,207.15,False
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_94,25,15.14,False
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_9,28,62.71,False
Maxtra Tablet,Maxtra + Excipients,Pharma_75,7,19.57,False
Medicine_9249,Unknown Composition,Pharma_84,25,37.4,False
Paracetamol Syrup,Paracetamol + Excipients,Pharma_5,22,178.06,True
Medicine_6465,Unknown Composition,Pharma_13,1,408.17,False
Paracetamol 500mg,Paracetamol + Excipients,Pharma_21,6,38.48,True
Otrivin Tablet,Otrivin + Excipients,Pharma_30,15,16.14,False
Medicine_5601,Unknown Composition,Pharma_3,13,115.35,False
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_30,3,388.86,False
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_88,8,408.3,True
Medicine_6894,Unknown Composition,Pharma_23,25,353.09,False
Sinarest Syrup,Sinarest + Excipients,Pharma_61,21,350.92,False
Medicine_9779,Unknown Composition,Pharma_77,16,243.99,False
Medicine_6658,Unknown Composition,Pharma_31,25,349.8,False
Azithromycin Syrup,Azithromycin + Excipients,Pharma_73,8,372.23,True
Medicine_8470,Unknown Composition,Pharma_81,13,437.11,False
Volini Syrup,Volini + Excipients,Pharma_9,6,145.94,False
Crocin Tablet,Crocin + Excipients,Pharma_3,22,224.47,False
Medicine_4291,Unknown Composition,Pharma_37,13,423.84,False
Cefixime Syrup,Cefixime + Excipients,Pharma_2,20,386.57,False
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_98,10,106.89,False
Medicine_1335,Unknown Composition,Pharma_15,25,483.52,False
Medicine_8397,Unknown Composition,Pharma_49,13,314.96,False
Medicine_8306,Unknown Composition,Pharma_81,11,492.75,False
Combiflam 500mg,Combiflam + Excipients,Pharma_14,28,11.28,False
