name,composition,manufacturer,pack_size,mrp
Medicine_1965,Unknown Composition,Pharma_4,17,296.39
Diclofenac 650mg,Diclofenac + Excipients,Pharma_39,8,80.69
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_85,19,378.7
Combiflam 500mg,Combiflam + Excipients,Pharma_27,27,299.62
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_59,4,373.85
Tramadol 650mg,Tramadol + Excipients,Pharma_75,1,79.7
Azithromycin 650mg,Azithromycin + Excipients,Pharma_57,22,216.62
Ambroxol 650mg,Ambroxol + Excipients,Pharma_20,19,428.27
Diclofenac 650mg,Diclofenac + Excipients,Pharma_31,26,116.02
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_84,26,115.7
Medicine_5506,Unknown Composition,Pharma_50,14,428.08
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_68,26,442.28
Medicine_2158,Unknown Composition,Pharma_58,3,456.63
Medicine_2667,Unknown Composition,Pharma_48,9,337.8
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_64,20,390.08
Sinarest Tablet,Sinarest + Excipients,Pharma_73,27,408.59
Combiflam 650mg,Combiflam + Excipients,Pharma_48,29,93.04
Medicine_7895,Unknown Composition,Pharma_50,18,322.25
Otrivin 500mg,Otrivin + Excipients,Pharma_21,18,16.62
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_86,18,289.44
Medicine_3277,Unknown Composition,Pharma_77,1,493.45
Medicine_6424,Unknown Composition,Pharma_67,16,156.02
Ambroxol 650mg,Ambroxol + Excipients,Pharma_87,25,486.06
Sumo Tablet,Sumo + Excipients,Pharma_97,18,405.4
Paracetamol Syrup,Paracetamol + Excipients,Pharma_86,6,89.53
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_56,9,45.55
Azithromycin 650mg,Azithromycin + Excipients,Pharma_82,13,442.41
Ascoril Syrup,Ascoril + Excipients,Pharma_54,22,26.59
Crocin Syrup,Crocin + Excipients,Pharma_67,11,148.64
Crocin 500mg,Crocin + Excipients,Pharma_65,9,150.68
Medicine_6086,Unknown Composition,Pharma_52,13,96.0
Benadryl 500mg,Benadryl + Excipients,Pharma_40,24,248.9
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_59,22,352.84
Medicine_3388,Unknown Composition,Pharma_63,15,307.56
Medicine_2173,Unknown Composition,Pharma_97,26,119.04
Diclofenac Syrup,Diclofenac + Excipients,Pharma_17,2,481.66
Combiflam 500mg,Combiflam + Excipients,Pharma_70,19,106.13
Ascoril Tablet,Ascoril + Excipients,Pharma_81,19,404.17
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_56,29,450.84
Medicine_3996,Unknown Composition,Pharma_75,1,483.32
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_87,10,76.29
Sumo Tablet,Sumo + Excipients,Pharma_7,29,204.47
Crocin Tablet,Crocin + Excipients,Pharma_1,10,271.83
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_3,19,63.74
Augmentin 500mg,Augmentin + Excipients,Pharma_51,18,34.59
Medicine_6287,Unknown Composition,Pharma_86,9,375.54
Medicine_5231,Unknown Composition,Pharma_26,12,140.49
Medicine_2120,Unknown Composition,Pharma_29,3,286.77
Sinarest 650mg,Sinarest + Excipients,Pharma_58,19,441.88
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_60,29,386.52
Ambroxol Tablet,Ambroxol + Excipients,Pharma_58,11,63.41
Medicine_4631,Unknown Composition,Pharma_16,14,434.85
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_88,11,375.73
Augmentin 650mg,Augmentin + Excipients,Pharma_69,26,394.36
Tramadol Syrup,Tramadol + Excipients,Pharma_57,8,112.61
Medicine_5541,Unknown Composition,Pharma_32,9,340.94
Tramadol 650mg,Tramadol + Excipients,Pharma_40,13,50.53
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_90,4,178.46
Ambroxol Syrup,Ambroxol + Excipients,Pharma_91,25,70.08
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_23,17,234.95
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_4,23,37.41
Azithromycin 500mg,Azithromycin + Excipients,Pharma_72,11,471.02
Crocin 650mg,Crocin + Excipients,Pharma_13,1,251.47
Maxtra Tablet,Maxtra + Excipients,Pharma_34,23,120.14
Tramadol 500mg,Tramadol + Excipients,Pharma_88,11,447.42
Medicine_5482,Unknown Composition,Pharma_11,15,483.52
Volini 650mg,Volini + Excipients,Pharma_40,17,436.85
Volini 650mg,Volini + Excipients,Pharma_30,29,374.53
Azithromycin 500mg,Azithromycin + Excipients,Pharma_8,4,167.36
Azithromycin Tablet,Azithromycin + Excipients,Pharma_35,3,236.56
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_42,11,17.38
Medicine_2144,Unknown Composition,Pharma_60,17,318.96
Crocin Tablet,Crocin + Excipients,Pharma_95,6,304.37
Paracetamol 650mg,Paracetamol + Excipients,Pharma_10,26,191.59
Medicine_9942,Unknown Composition,Pharma_92,1,185.26
Sumo 500mg,Sumo + Excipients,Pharma_96,17,470.02
Medicine_7352,Unknown Composition,Pharma_94,2,109.6
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_91,28,459.27
Ascoril 500mg,Ascoril + Excipients,Pharma_44,14,451.51
Cetirizine Syrup,Cetirizine + Excipients,Pharma_41,25,10.44
Sinarest 650mg,Sinarest + Excipients,Pharma_43,27,38.27
Medicine_3334,Unknown Composition,Pharma_57,19,359.06
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_15,24,30.32
Tramadol Tablet,Tramadol + Excipients,Pharma_30,18,229.21
Tramadol 650mg,Tramadol + Excipients,Pharma_59,4,289.9
Cefixime 500mg,Cefixime + Excipients,Pharma_93,4,241.96
Cetirizine Syrup,Cetirizine + Excipients,Pharma_37,8,272.72
Benadryl 500mg,Benadryl + Excipients,Pharma_9,17,330.96
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_44,23,76.07
Sumo 650mg,Sumo + Excipients,Pharma_4,28,19.13
Combiflam 500mg,Combiflam + Excipients,Pharma_7,17,228.48
Paracetamol 650mg,Paracetamol + Excipients,Pharma_10,19,255.16
Combiflam 500mg,Combiflam + Excipients,Pharma_54,18,247.36
Cefixime Tablet,Cefixime + Excipients,Pharma_9,27,219.31
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_1,1,411.73
Medicine_8756,Unknown Composition,Pharma_85,1,254.28
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_34,19,79.58
Azithromycin Tablet,Azithromycin + Excipients,Pharma_61,7,147.72
Crocin 500mg,Crocin + Excipients,Pharma_20,16,123.34
Medicine_8325,Unknown Composition,Pharma_86,8,71.07
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_84,16,175.65
Medicine_1878,Unknown Composition,Pharma_12,3,364.69
Cetirizine Syrup,Cetirizine + Excipients,Pharma_44,11,103.15
Diclofenac 500mg,Diclofenac + Excipients,Pharma_31,9,384.58
Ambroxol 650mg,Ambroxol + Excipients,Pharma_27,21,434.03
Benadryl 650mg,Benadryl + Excipients,Pharma_21,28,321.79
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_54,1,444.51
Medicine_5326,Unknown Composition,Pharma_98,11,184.11
Medicine_4116,Unknown Composition,Pharma_51,8,182.07
Diclofenac 500mg,Diclofenac + Excipients,Pharma_70,27,15.04
Medicine_2552,Unknown Composition,Pharma_67,3,142.93
Medicine_4315,Unknown Composition,Pharma_47,4,173.65
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_85,10,177.05
Medicine_2796,Unknown Composition,Pharma_23,5,403.61
Crocin Tablet,Crocin + Excipients,Pharma_31,24,280.26
Ascoril Syrup,Ascoril + Excipients,Pharma_38,26,367.93
Sumo Tablet,Sumo + Excipients,Pharma_33,22,210.25
Ascoril Syrup,Ascoril + Excipients,Pharma_93,9,75.29
Sinarest Tablet,Sinarest + Excipients,Pharma_24,4,158.84
Medicine_7764,Unknown Composition,Pharma_44,11,194.23
Benadryl Syrup,Benadryl + Excipients,Pharma_49,18,342.44
Combiflam Tablet,Combiflam + Excipients,Pharma_31,23,183.29
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_73,24,155.97
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_51,22,405.16
Otrivin 500mg,Otrivin + Excipients,Pharma_21,23,26.42
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_22,18,271.58
Medicine_5999,Unknown Composition,Pharma_4,9,497.04
Sinarest 500mg,Sinarest + Excipients,Pharma_7,13,340.66
Medicine_5979,Unknown Composition,Pharma_20,4,70.25
Medicine_1757,Unknown Composition,Pharma_57,5,159.7
Medicine_8195,Unknown Composition,Pharma_62,5,268.92
Otrivin Tablet,Otrivin + Excipients,Pharma_11,5,443.8
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_53,29,148.55
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_94,27,234.54
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_45,18,161.46
Crocin Syrup,Crocin + Excipients,Pharma_48,25,493.75
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_92,21,216.3
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_24,19,476.74
Azithromycin 500mg,Azithromycin + Excipients,Pharma_8,2,279.38
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_86,28,30.95
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_63,1,347.97
Sinarest Syrup,Sinarest + Excipients,Pharma_21,24,393.66
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_44,22,150.54
Medicine_8585,Unknown Composition,Pharma_34,17,129.38
Medicine_8648,Unknown Composition,Pharma_9,10,260.69
Ambroxol Tablet,Ambroxol + Excipients,Pharma_34,2,405.14
Medicine_9332,Unknown Composition,Pharma_43,2,173.33
Augmentin 650mg,Augmentin + Excipients,Pharma_98,8,297.25
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_6,17,172.51
Ascoril Tablet,Ascoril + Excipients,Pharma_9,27,460.36
Tramadol 650mg,Tramadol + Excipients,Pharma_13,17,223.66
Sinarest Syrup,Sinarest + Excipients,Pharma_61,21,320.13
Medicine_8598,Unknown Composition,Pharma_43,29,440.12
Medicine_9696,Unknown Composition,Pharma_99,27,452.83
Medicine_8351,Unknown Composition,Pharma_58,2,187.4
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_22,3,435.17
Diclofenac Syrup,Diclofenac + Excipients,Pharma_1,25,210.95
Medicine_9490,Unknown Composition,Pharma_98,15,74.76
Ambroxol Tablet,Ambroxol + Excipients,Pharma_64,7,265.85
Azithromycin 650mg,Azithromycin + Excipients,Pharma_68,11,45.53
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_84,24,315.8
Ascoril Syrup,Ascoril + Excipients,Pharma_70,16,37.13
Maxtra Tablet,Maxtra + Excipients,Pharma_76,17,498.5
Sumo 650mg,Sumo + Excipients,Pharma_22,19,47.42
Tramadol 650mg,Tramadol + Excipients,Pharma_7,18,293.97
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_44,5,68.58
Ambroxol 500mg,Ambroxol + Excipients,Pharma_28,16,287.03
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_17,11,159.96
Augmentin Syrup,Augmentin + Excipients,Pharma_4,4,270.11
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_89,29,171.98
Sinarest 650mg,Sinarest + Excipients,Pharma_83,9,398.33
Cetirizine Tablet,Cetirizine + Excipients,Pharma_47,22,439.52
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_30,10,164.68
Cefixime Tablet,Cefixime + Excipients,Pharma_57,1,230.09
Medicine_2246,Unknown Composition,Pharma_14,6,283.42
Sinarest 650mg,Sinarest + Excipients,Pharma_81,2,462.14
Crocin Tablet,Crocin + Excipients,Pharma_67,5,216.82
Augmentin Tablet,Augmentin + Excipients,Pharma_3,9,448.78
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_98,9,437.07
Medicine_1848,Unknown Composition,Pharma_7,27,270.73
Medicine_2334,Unknown Composition,Pharma_55,19,236.23
Medicine_9408,Unknown Composition,Pharma_89,1,276.65
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_78,28,82.18
Crocin Tablet,Crocin + Excipients,Pharma_34,16,143.8
Ambroxol Syrup,Ambroxol + Excipients,Pharma_92,3,371.14
Paracetamol Tablet,Paracetamol + Excipients,Pharma_45,27,285.05
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_96,3,493.95
Medicine_8662,Unknown Composition,Pharma_2,4,452.93
Augmentin Syrup,Augmentin + Excipients,Pharma_56,19,155.21
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_69,21,331.6
Cetirizine Tablet,Cetirizine + Excipients,Pharma_24,6,46.51
Medicine_5261,Unknown Composition,Pharma_88,8,215.11
Medicine_8937,Unknown Composition,Pharma_65,2,446.14
Medicine_8587,Unknown Composition,Pharma_22,26,481.56
Medicine_3058,Unknown Composition,Pharma_27,29,378.5
Medicine_7317,Unknown Composition,Pharma_31,1,367.87
Combiflam 650mg,Combiflam + Excipients,Pharma_34,29,401.62
Medicine_2910,Unknown Composition,Pharma_76,5,307.19
Medicine_1276,Unknown Composition,Pharma_29,24,117.53
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_72,10,137.93
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_77,6,112.33
Medicine_5601,Unknown Composition,Pharma_20,2,219.6
Medicine_5608,Unknown Composition,Pharma_83,24,278.17
Medicine_5748,Unknown Composition,Pharma_44,26,322.04
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_56,10,419.67
Ambroxol 650mg,Ambroxol + Excipients,Pharma_11,14,259.17
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_95,28,236.06
Volini 650mg,Volini + Excipients,Pharma_62,16,423.7
Medicine_7489,Unknown Composition,Pharma_91,17,479.22
Medicine_6257,Unknown Composition,Pharma_67,27,155.31
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_49,9,13.45
Medicine_2311,Unknown Composition,Pharma_78,8,71.36
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_53,6,176.0
Medicine_4248,Unknown Composition,Pharma_67,28,481.07
Ambroxol 650mg,Ambroxol + Excipients,Pharma_18,9,369.87
Medicine_8562,Unknown Composition,Pharma_21,16,47.4
Diclofenac 500mg,Diclofenac + Excipients,Pharma_68,28,223.05
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_70,11,117.34
Tramadol Tablet,Tramadol + Excipients,Pharma_57,6,86.75
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_62,8,122.11
Benadryl 650mg,Benadryl + Excipients,Pharma_19,17,378.12
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_66,23,196.56
Medicine_1380,Unknown Composition,Pharma_90,15,340.1
Medicine_7205,Unknown Composition,Pharma_28,9,337.04
Medicine_1745,Unknown Composition,Pharma_49,23,396.25
Medicine_7887,Unknown Composition,Pharma_2,8,142.95
Medicine_7209,Unknown Composition,Pharma_79,20,452.26
Medicine_3517,Unknown Composition,Pharma_39,20,17.41
Volini 650mg,Volini + Excipients,Pharma_15,16,320.05
Crocin 500mg,Crocin + Excipients,Pharma_59,21,123.73
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_27,15,346.74
Otrivin Tablet,Otrivin + Excipients,Pharma_56,28,396.73
Medicine_2174,Unknown Composition,Pharma_23,27,51.13
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_29,20,60.88
Medicine_6077,Unknown Composition,Pharma_24,7,477.0
Maxtra 650mg,Maxtra + Excipients,Pharma_23,23,101.11
Maxtra Syrup,Maxtra + Excipients,Pharma_48,11,333.06
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_32,1,193.15
Crocin 500mg,Crocin + Excipients,Pharma_62,12,265.82
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_83,7,150.82
Medicine_7325,Unknown Composition,Pharma_36,12,490.0
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_6,27,304.72
Volini Tablet,Volini + Excipients,Pharma_23,22,308.14
Benadryl 650mg,Benadryl + Excipients,Pharma_83,17,435.57
Medicine_5946,Unknown Composition,Pharma_81,9,499.17
Medicine_1706,Unknown Composition,Pharma_13,22,248.14
Sinarest Tablet,Sinarest + Excipients,Pharma_95,18,316.27
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_1,1,101.49
Amoxicillin 500mg,Amoxicillin + Excipients,Pharma_78,23,129.38
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_22,14,143.0
Crocin 500mg,Crocin + Excipients,Pharma_55,15,263.57
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_18,16,15.37
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_24,19,278.88
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_93,24,480.99
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_90,25,64.46
Tramadol Tablet,Tramadol + Excipients,Pharma_98,12,23.23
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_58,19,486.71
Medicine_4947,Unknown Composition,Pharma_28,8,22.46
Ascoril 650mg,Ascoril + Excipients,Pharma_60,18,370.36
Cetirizine Syrup,Cetirizine + Excipients,Pharma_26,29,138.94
Sinarest 500mg,Sinarest + Excipients,Pharma_87,16,117.65
Medicine_7075,Unknown Composition,Pharma_56,1,391.86
Cetirizine 500mg,Cetirizine + Excipients,Pharma_75,6,349.53
Medicine_4704,Unknown Composition,Pharma_52,8,472.76
Paracetamol Tablet,Paracetamol + Excipients,Pharma_1,27,17.02
Medicine_1513,Unknown Composition,Pharma_44,20,497.9
Diclofenac Tablet,Diclofenac + Excipients,Pharma_14,23,221.67
Paracetamol 650mg,Paracetamol + Excipients,Pharma_43,24,242.32
Medicine_6485,Unknown Composition,Pharma_62,5,349.65
Otrivin Tablet,Otrivin + Excipients,Pharma_64,26,436.32
Medicine_1972,Unknown Composition,Pharma_93,4,441.21
Medicine_3856,Unknown Composition,Pharma_68,14,278.98
Tramadol 500mg,Tramadol + Excipients,Pharma_16,15,77.52
Azithromycin Tablet,Azithromycin + Excipients,Pharma_64,20,421.65
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_23,3,146.28
Medicine_5759,Unknown Composition,Pharma_63,5,113.4
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_13,14,328.81
Azithromycin Syrup,Azithromycin + Excipients,Pharma_83,25,287.41
Medicine_4435,Unknown Composition,Pharma_29,29,246.36
Medicine_3846,Unknown Composition,Pharma_28,26,448.33
Medicine_6298,Unknown Composition,Pharma_68,25,28.88
Medicine_3885,Unknown Composition,Pharma_82,18,448.83
Medicine_7583,Unknown Composition,Pharma_42,5,357.06
Benadryl Tablet,Benadryl + Excipients,Pharma_32,16,170.54
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_12,12,445.61
Medicine_7393,Unknown Composition,Pharma_30,11,167.03
Ambroxol Syrup,Ambroxol + Excipients,Pharma_85,25,472.88
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_73,17,487.47
Benadryl Syrup,Benadryl + Excipients,Pharma_5,19,183.23
Azithromycin 500mg,Azithromycin + Excipients,Pharma_52,3,136.22
Ambroxol 650mg,Ambroxol + Excipients,Pharma_24,23,222.46
Cetirizine Tablet,Cetirizine + Excipients,Pharma_29,27,467.6
Otrivin 500mg,Otrivin + Excipients,Pharma_48,29,108.46
Medicine_4946,Unknown Composition,Pharma_45,16,366.67
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_29,1,241.44
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_77,7,421.52
Medicine_8789,Unknown Composition,Pharma_87,7,436.74
Medicine_1584,Unknown Composition,Pharma_22,14,372.07
Medicine_5983,Unknown Composition,Pharma_43,23,472.33
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_18,7,384.69
Paracetamol Tablet,Paracetamol + Excipients,Pharma_88,9,413.6
Medicine_7118,Unknown Composition,Pharma_56,6,419.62
Volini Tablet,Volini + Excipients,Pharma_82,3,57.41
Medicine_7658,Unknown Composition,Pharma_86,8,491.24
Benadryl 650mg,Benadryl + Excipients,Pharma_8,6,126.78
Sinarest Syrup,Sinarest + Excipients,Pharma_48,25,25.92
Medicine_1048,Unknown Composition,Pharma_40,24,251.14
Medicine_7334,Unknown Composition,Pharma_26,6,154.04
Sinarest 500mg,Sinarest + Excipients,Pharma_61,10,404.3
Medicine_3595,Unknown Composition,Pharma_68,16,488.19
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_16,11,281.74
Maxtra 500mg,Maxtra + Excipients,Pharma_79,13,26.25
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_30,15,497.08
Medicine_7950,Unknown Composition,Pharma_45,9,39.46
Otrivin Tablet,Otrivin + Excipients,Pharma_2,8,73.82
Medicine_3019,Unknown Composition,Pharma_6,9,38.12
Crocin Syrup,Crocin + Excipients,Pharma_6,9,467.46
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_62,14,89.15
Ascoril 500mg,Ascoril + Excipients,Pharma_97,11,353.57
Ascoril Syrup,Ascoril + Excipients,Pharma_48,12,68.43
Medicine_7178,Unknown Composition,Pharma_92,26,355.26
Crocin 500mg,Crocin + Excipients,Pharma_82,4,64.15
Augmentin 650mg,Augmentin + Excipients,Pharma_11,13,235.08
Azithromycin 650mg,Azithromycin + Excipients,Pharma_52,1,426.38
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_92,15,358.38
Otrivin 650mg,Otrivin + Excipients,Pharma_52,26,139.13
Medicine_8611,Unknown Composition,Pharma_26,9,493.76
Paracetamol Syrup,Paracetamol + Excipients,Pharma_81,10,424.55
Cetirizine Syrup,Cetirizine + Excipients,Pharma_51,25,199.84
Medicine_3717,Unknown Composition,Pharma_36,4,63.3
Maxtra 650mg,Maxtra + Excipients,Pharma_4,13,75.16
Medicine_9117,Unknown Composition,Pharma_23,19,182.26
Ascoril Tablet,Ascoril + Excipients,Pharma_51,19,431.19
Ambroxol Tablet,Ambroxol + Excipients,Pharma_47,13,31.32
Medicine_8174,Unknown Composition,Pharma_35,13,352.54
Medicine_2059,Unknown Composition,Pharma_19,3,137.75
Sinarest Syrup,Sinarest + Excipients,Pharma_12,13,470.69
Medicine_2092,Unknown Composition,Pharma_67,2,282.49
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_31,9,486.42
Medicine_1171,Unknown Composition,Pharma_21,16,262.48
Sinarest Tablet,Sinarest + Excipients,Pharma_78,9,217.16
Ascoril Tablet,Ascoril + Excipients,Pharma_75,8,492.91
Combiflam 500mg,Combiflam + Excipients,Pharma_69,28,24.73
Medicine_9739,Unknown Composition,Pharma_53,7,176.02
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_73,14,468.42
Medicine_1478,Unknown Composition,Pharma_46,16,158.0
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_55,1,451.56
Medicine_8765,Unknown Composition,Pharma_17,16,287.35
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_13,19,96.83
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_72,10,286.11
Azithromycin Syrup,Azithromycin + Excipients,Pharma_81,20,226.09
Benadryl 500mg,Benadryl + Excipients,Pharma_57,14,384.58
Medicine_3464,Unknown Composition,Pharma_59,19,494.92
Medicine_6666,Unknown Composition,Pharma_34,4,380.14
Medicine_4569,Unknown Composition,Pharma_79,29,148.71
Crocin Tablet,Crocin + Excipients,Pharma_96,19,114.21
Augmentin Syrup,Augmentin + Excipients,Pharma_14,27,159.66
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_34,2,469.99
Combiflam 500mg,Combiflam + Excipients,Pharma_77,28,233.47
Benadryl Tablet,Benadryl + Excipients,Pharma_2,22,444.87
Cetirizine Syrup,Cetirizine + Excipients,Pharma_54,21,248.81
Sumo 650mg,Sumo + Excipients,Pharma_5,8,182.7
Volini Tablet,Volini + Excipients,Pharma_67,18,465.87
Medicine_5495,Unknown Composition,Pharma_72,4,429.31
Ascoril Tablet,Ascoril + Excipients,Pharma_11,3,289.88
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_47,3,416.03
Medicine_2290,Unknown Composition,Pharma_89,23,116.87
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_48,3,310.47
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_95,4,111.45
Ambroxol Syrup,Ambroxol + Excipients,Pharma_69,8,130.63
Cetirizine 650mg,Cetirizine + Excipients,Pharma_99,10,492.44
Medicine_1533,Unknown Composition,Pharma_75,25,168.19
Combiflam 500mg,Combiflam + Excipients,Pharma_54,6,388.11
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_77,21,24.02
Ibuprofen Tablet,Ibuprofen + Excipients,Pharma_91,28,251.31
Cetirizine Tablet,Cetirizine + Excipients,Pharma_33,3,96.69
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_85,21,336.92
Combiflam 650mg,Combiflam + Excipients,Pharma_66,21,485.84
Medicine_9512,Unknown Composition,Pharma_61,10,48.21
Benadryl Syrup,Benadryl + Excipients,Pharma_85,2,247.24
Augmentin Tablet,Augmentin + Excipients,Pharma_67,16,201.7
Medicine_9306,Unknown Composition,Pharma_56,22,45.32
Ascoril 650mg,Ascoril + Excipients,Pharma_2,1,203.34
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_83,9,439.18
Dextromethorphan Syrup,Dextromethorphan + Excipients,Pharma_9,27,443.75
Medicine_1265,Unknown Composition,Pharma_61,24,466.29
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_51,24,143.01
Augmentin Syrup,Augmentin + Excipients,Pharma_42,9,368.61
Medicine_3343,Unknown Composition,Pharma_91,10,125.39
Combiflam Tablet,Combiflam + Excipients,Pharma_80,24,92.28
Volini Syrup,Volini + Excipients,Pharma_4,9,369.89
Tramadol Tablet,Tramadol + Excipients,Pharma_95,20,339.43
Cetirizine 650mg,Cetirizine + Excipients,Pharma_36,14,320.66
Tramadol Tablet,Tramadol + Excipients,Pharma_53,24,11.45
Medicine_1099,Unknown Composition,Pharma_14,14,182.49
Medicine_3629,Unknown Composition,Pharma_88,6,366.62
Paracetamol 500mg,Paracetamol + Excipients,Pharma_92,6,30.89
Paracetamol 500mg,Paracetamol + Excipients,Pharma_62,15,349.41
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_22,5,158.28
Medicine_9148,Unknown Composition,Pharma_42,6,454.47
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_78,19,84.12
Otrivin 650mg,Otrivin + Excipients,Pharma_78,5,26.4
Otrivin 500mg,Otrivin + Excipients,Pharma_4,23,495.28
Augmentin 500mg,Augmentin + Excipients,Pharma_28,23,411.59
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_24,14,477.0
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_65,5,142.26
Medicine_6509,Unknown Composition,Pharma_71,11,256.1
Medicine_1100,Unknown Composition,Pharma_75,8,130.59
Azithromycin Tablet,Azithromycin + Excipients,Pharma_74,4,157.3
Medicine_3481,Unknown Composition,Pharma_28,20,207.16
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_74,6,199.25
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_60,5,394.65
Sinarest Syrup,Sinarest + Excipients,Pharma_85,3,130.06
Augmentin 650mg,Augmentin + Excipients,Pharma_49,9,288.16
Otrivin 650mg,Otrivin + Excipients,Pharma_68,25,442.95
